author.name,date,text,geo.coordinates.coordinates,geo.name,hate_pred,borough,latitude,longitude
Martin Hall,2022-12-11 15:30:02+00:00,i agree with you        let the pundits for football be men only  women pundits for ladies football  this nonsense started about    years ago and the women read out from autocues   ,,Barnet,sexism,Barnet,51.65309,-0.2002261
Kingsley Music 👑,2022-12-11 13:52:15+00:00,the dairy of a woman who loves to nap,,Wandsworth,sexism,Wandsworth,51.4570271,-0.1932607
Matthew Carter,2022-12-11 13:24:46+00:00, i guess that is the difference between  being a women  or play acting like a child            ,,Lewisham,sexism,Lewisham,51.4624292,-0.0101787
Nick Pitt 🇬🇧,2022-12-11 12:58:40+00:00, what a retard,,Bromley,disability,Bromley,51.4028046,0.0148142
Peter Gibson,2022-12-11 10:48:52+00:00, the council obviously taking lessons from china ,,Romford,racism,Romford,51.5760462,0.1822646
Wez G,2022-12-11 10:22:42+00:00,usual #london town arrival fag  london paddington station  ,"[-0.17728187, 51.51702733]",Paddington,sexual_orientation,Paddington,51.5154795,-0.175365
Cecilie🇬🇧🇳🇴🇺🇦🇺🇸,2022-12-11 10:20:43+00:00,poor judgement by the french  thirty years of terror   ,,Paddington,racism,Paddington,51.5154795,-0.175365
"jane Gray, 💜WOMAN adult human female🇺🇦",2022-12-11 10:05:59+00:00,misogynistic twit  ,,Camden Town,sexism,Camden Town,51.5423045,-0.1395604
Rob Davidson,2022-12-11 09:48:26+00:00,i m not at all convinced by    he seems way too weak on china  it s pretty clear that xi and his ccp are one of the most malign forces on the planet at the moment  you wouldn t know that listening to cleverly this morning  #laurakuenssberg #bbclaurak,,Camberwell,racism,Camberwell,51.4745706,-0.0925416
Jack Faulkner,2022-12-11 09:30:28+00:00, get fucked you fucking ghoul ,,Hackney,religion,Hackney,51.5432402,-0.0493621
Anny J|IG: TheBloomPlatinum💥💡,2022-12-11 05:17:51+00:00,men who lose themselves whilst watching football has always being a big red flag to me  nothing should take your heart  mind  spirit and soul that much   n                      ,,London,sexism,London,51.5073359,-0.12765
Dani FFTV aka Master Aficionado,2022-12-11 04:00:40+00:00,whos this espn woman commentator shes talking nonsense n#lopezmartin #andersonforrest,,Camberwell,sexism,Camberwell,51.4745706,-0.0925416
UKinSFO #takebackBritain,2022-12-11 02:25:06+00:00,   feisty women not allowed,,Paddington,sexism,Paddington,51.5154795,-0.175365
Stephen Ceccanti,2022-12-11 00:26:10+00:00, what a piece of fucking trash   white trash as well   go back to fucking truckers at the truck stop ,,London,racism,London,51.5073359,-0.12765
Lauren Allen,2022-12-10 23:20:25+00:00,imagine that was a female goalkeeper   game     women s football would be getting slaughtered   ,,Lambeth,sexism,Lambeth,51.4952111,-0.1163354
Aimer,2022-12-10 22:41:51+00:00, fin twit s finest nominee,,Paddington,sexism,Paddington,51.5154795,-0.175365
Donna,2022-12-10 22:19:37+00:00,cunts   ,,Barnet,sexism,Barnet,51.65309,-0.2002261
Cal,2022-12-10 21:16:57+00:00, so retarded man,,Romford,disability,Romford,51.5760462,0.1822646
Reece🏴󠁧󠁢󠁥󠁮󠁧󠁿,2022-12-10 21:09:50+00:00,hope this cunt tears his acl and it ruins his career  snwl,,Richmond,sexism,Richmond,51.4613531,-0.3032767
Cecilie🇬🇧🇳🇴🇺🇦🇺🇸,2022-12-10 20:58:09+00:00,this cannot stand  the mullahs can t just slaughter their children for asking that their basic human rights be respected  barbaric and grotesque        ,,Paddington,religion,Paddington,51.5154795,-0.175365
كل يوم بيان لنون 🔴,2022-12-10 20:50:49+00:00,then he places the evil ones on top of one another   heaping them all up together  and put them in hell fire  nimam mahdi nasser mohammed al yamani n           n n   n#letwhohatesmedighisgrave nimam mahdi nasser mohammed al yamani  nlxq   ,,Barnet,religion,Barnet,51.65309,-0.2002261
Reece🏴󠁧󠁢󠁥󠁮󠁧󠁿,2022-12-10 20:50:39+00:00,everytime these french bastards fall over the refs blowing for a foul,,Richmond,racism,Richmond,51.4613531,-0.3032767
Nipun Sharma 🏴󠁧󠁢󠁥󠁮󠁧󠁿🇮🇳🕉|🌟🌟WWC,2022-12-10 20:47:37+00:00,twat  ,,Hillingdon,sexism,Hillingdon,51.542519299999995,-0.44833493117949663
Saucèrèr 💫,2022-12-10 20:45:33+00:00,tottenham cunt,,Camberwell,sexism,Camberwell,51.4745706,-0.0925416
Quite,2022-12-10 20:44:23+00:00,spurs bottlejob cunt,,Bromley,sexism,Bromley,51.4028046,0.0148142
joe,2022-12-10 20:40:11+00:00,these cheating cunts,,Paddington,sexism,Paddington,51.5154795,-0.175365
Dave Shackson 🇺🇦,2022-12-10 20:36:06+00:00,     indeed  occasionally girls at my school  it is a girls  school  mention an interest in the military as a career and i do point out the afc as an option ,,Poplar,sexism,Poplar,51.5110713,-0.0144629
"Lee Ward 🇬🇧 , trousers 👖",2022-12-10 20:01:17+00:00,             we will do these   no backbone        french cunts in  the second half,,Camberwell,racism,Camberwell,51.4745706,-0.0925416
Reece🏴󠁧󠁢󠁥󠁮󠁧󠁿,2022-12-10 19:19:12+00:00,these french are dirty bastards,,Richmond,racism,Richmond,51.4613531,-0.3032767
Fred™ 🦄,2022-12-10 18:56:43+00:00,smash these cheese eating surrender monkeys engerland,,Bromley,racism,Bromley,51.4028046,0.0148142
Joey Thorpe,2022-12-10 18:54:33+00:00,fucking come on boys  we ve got to beat these french bastards  it s coming home        ,,Croydon,racism,Croydon,51.3713049,-0.101957
Mike,2022-12-10 18:29:37+00:00,come on walks smash that cunt  ,,London,sexism,London,51.5073359,-0.12765
Natasha B,2022-12-10 17:16:34+00:00,the male dinosaur pundits interrupting the females  typical  #itvfootball  #souness #dejong  sx w v jzh,,London,sexism,London,51.5073359,-0.12765
Cal,2022-12-10 16:56:40+00:00,yesssssssssssss fuck off portugal,,Romford,racism,Romford,51.5760462,0.1822646
andrew,2022-12-10 14:39:42+00:00,    also the virologists from america that were caught trying to sneak vials of sensitive biological material into wuhan and charles lieber who was arrested by the fbi for his ties to wuhan labs ,,Lewisham,racism,Lewisham,51.4624292,-0.0101787
Clover,2022-12-10 14:19:17+00:00,    but that s ok for a woman right ,,Hillingdon,sexism,Hillingdon,51.542519299999995,-0.44833493117949663
Ramy Inocencio 英若明,2022-12-10 13:08:23+00:00,jimmy lai told me if china imprisoned him  it d be a  badge of honor   i ve never forgotten this  now he s been sentenced to nearly   more years as beijing exacts revenge  when lai was free in       he welcomed us to his home for this interview  a huge china critic  now silenced   sodznd,,Hounslow,racism,Hounslow,51.4686132,-0.3613471
Clover,2022-12-10 12:22:32+00:00, so what u call a man who have sex on the first day of a woman is considered a hoe      ,,Hillingdon,sexism,Hillingdon,51.542519299999995,-0.44833493117949663
Miss Apis Mellifera 💙,2022-12-10 10:17:39+00:00,watching planet earth frozen worlds with  yo and explaining why the killer whales want to eat the penguin  nme  animals can t go to shops like us so they hunt for food  killer whales hunt penguins  penguins hunt fish  birds hunt insects and     n yo  and lions hunt raccoons  ,,Hillingdon,racism,Hillingdon,51.542519299999995,-0.44833493117949663
✖️𝔻𝕖𝕒𝕟 𝕄𝕔𝔽𝕒𝕣𝕝𝕒𝕟𝕖✖️,2022-12-10 00:34:28+00:00, pussies use weapons ,,Romford,sexism,Romford,51.5760462,0.1822646
Okusanya Olalekan,2022-12-09 22:09:40+00:00, e stupid sir ,,Camberwell,disability,Camberwell,51.4745706,-0.0925416
Cal,2022-12-09 21:56:41+00:00,have that you dutch cunts,,Romford,racism,Romford,51.5760462,0.1822646
iPhone 13 Pro Max,2022-12-09 21:13:57+00:00, women are not allowed,,Richmond,sexism,Richmond,51.4613531,-0.3032767
konnie,2022-12-09 21:04:59+00:00,put these fuckers in a packkkkkk,,Hammersmith,racism,Hammersmith,51.4920377,-0.2236401
Fergus Mainland,2022-12-09 19:44:17+00:00, gutted not to see you there tomorrow  but i can t argue with a chinese,,Richmond,racism,Richmond,51.4613531,-0.3032767
David Woodley,2022-12-09 19:15:21+00:00,that s what you get for dancing around like twats  #brazil,,Wandsworth,sexism,Wandsworth,51.4570271,-0.1932607
Susan Crawley,2022-12-09 18:17:49+00:00, awful disrespectful cruel woman,,Romford,sexism,Romford,51.5760462,0.1822646
A ⭐️⭐️,2022-12-09 17:48:30+00:00,cry you fxcking punks,,Poplar,racism,Poplar,51.5110713,-0.0144629
Asiwaju,2022-12-09 16:05:00+00:00,raphina has been useless at rw so far,,Croydon,sexism,Croydon,51.3713049,-0.101957
Erşan Kuneri,2022-12-09 15:08:56+00:00,you fucking retard  ,,Hackney,disability,Hackney,51.5432402,-0.0493621
JournoLee,2022-12-09 13:45:49+00:00,imagine being this sociopathic and having this much of a disregard for human life  n nfuck the qatar government and fuck   ,,Poplar,racism,Poplar,51.5110713,-0.0144629
Pear Stocks,2022-12-09 12:30:00+00:00, i cunt prronunce well some words  fort example  espiderman ,,Poplar,sexism,Poplar,51.5110713,-0.0144629
✮ tyra ✮,2022-12-09 11:42:37+00:00,  women are not allowed in this house  cool,,Hackney,sexism,Hackney,51.5432402,-0.0493621
Cal,2022-12-09 10:59:46+00:00,  england obviously idiot,,Romford,disability,Romford,51.5760462,0.1822646
Uygar Turantekin,2022-12-09 09:01:19+00:00,that is the reason why women live longer   ,,Islington,sexism,Islington,51.5384287,-0.0999051
andy poullais,2022-12-09 07:17:49+00:00, such o fuck ng stupid idiot,,London,disability,London,51.5073359,-0.12765
Gav Murphy,2022-12-09 01:58:34+00:00, dripless little cunt,,Hackney,sexism,Hackney,51.5432402,-0.0493621
DJ Mcthickum,2022-12-09 00:27:04+00:00, ain t nuffin wrong with it but it s some hoe shit         ,,Romford,sexism,Romford,51.5760462,0.1822646
Naz,2022-12-08 23:28:05+00:00, lmao some bitches never learn their lesson,,Camden Town,sexism,Camden Town,51.5423045,-0.1395604
Randy Bender,2022-12-08 22:34:04+00:00, priority is probably canestan for an annoying cunt ,,Poplar,sexism,Poplar,51.5110713,-0.0144629
Fahad,2022-12-08 21:19:08+00:00,man can understand mathematics  stocks market  crypto  but not a women,,Paddington,sexism,Paddington,51.5154795,-0.175365
han🇵🇸,2022-12-08 18:51:35+00:00,when a man can actually use initiative and plan dates  ,,Camberwell,sexism,Camberwell,51.4745706,-0.0925416
Rose Sinclair,2022-12-08 16:44:28+00:00, even when they execute people the women have to experience much more suffering than the men   beating to death vs hanging ,,Camden Town,sexism,Camden Town,51.5423045,-0.1395604
Marlene,2022-12-08 16:42:39+00:00, twat  ,,Camberwell,sexism,Camberwell,51.4745706,-0.0925416
Bill Law بيل لو,2022-12-08 14:50:37+00:00,yes but i also recall how mbs waved off concerns as china ramped up persecution of uighurs  the de facto guardian of islam s holiest sites effectively gave china the green light to pursue its campaign of savage repression against muslims with added venom   ,,Islington,racism,Islington,51.5384287,-0.0999051
Tunji Bakre🇳🇬🇬🇧,2022-12-08 12:37:42+00:00,until you spend like aminu in the men s club  to our ladies u still never spend anything,,Lewisham,sexism,Lewisham,51.4624292,-0.0101787
Fatima Duerden 🇪🇺🇵🇹,2022-12-08 11:57:24+00:00,  never listen to a man on phones matters  nwhat they think and what we think differs a lot    ,,Camberwell,sexism,Camberwell,51.4745706,-0.0925416
Jarod Smith,2022-12-08 10:44:20+00:00,  projecting much    hahaha   misinformed little nobody,,Wandsworth,disability,Wandsworth,51.4570271,-0.1932607
joanna ~,2022-12-08 10:10:18+00:00, fwiw this made me realise i m more of a         girl,,Hackney,sexism,Hackney,51.5432402,-0.0493621
dan,2022-12-08 07:35:02+00:00,fuck eminem and fuck this woman  ,,Hackney,sexism,Hackney,51.5432402,-0.0493621
Val,2022-12-08 04:52:05+00:00,  fascists don t read,,Hackney,sexual_orientation,Hackney,51.5432402,-0.0493621
Zarra Okumephuna,2022-12-08 02:20:56+00:00,a man with a hammer sees everything as a nail ,,Camberwell,sexism,Camberwell,51.4745706,-0.0925416
Nathan Benaim AFC35Y,2022-12-08 02:11:22+00:00,   do you even take your children to the arsenal ladies games,,Hillingdon,sexism,Hillingdon,51.542519299999995,-0.44833493117949663
Control2XY - UK 🇬🇧,2022-12-08 00:41:55+00:00,  will punch a woman that hard  ,,Bromley,sexism,Bromley,51.4028046,0.0148142
Lildaisz 🌹 🐘🎙 🚀🇧🇴,2022-12-08 00:34:13+00:00, phyna  ,,Bromley,sexism,Bromley,51.4028046,0.0148142
V19💜🏈💛,2022-12-07 22:32:44+00:00, dumb person   ,,Poplar,disability,Poplar,51.5110713,-0.0144629
Rosalind Thompson,2022-12-07 19:08:35+00:00, men thinking they know are better than women  i really should be used to it by now    ,,Barnet,sexism,Barnet,51.65309,-0.2002261
Matthew Carter,2022-12-07 18:02:21+00:00, salmon en crute           weirdo  ,,Lewisham,disability,Lewisham,51.4624292,-0.0101787
Andrea Ellis,2022-12-07 17:42:50+00:00,  well said sue  and when are we going to get a female only uefa c  ,,Bromley,sexism,Bromley,51.4028046,0.0148142
Ruth Robinson,2022-12-07 08:59:55+00:00,the english state media commenting on cruel china another state finally listening to protestors   is next level propaganda   sp wau,,Islington,racism,Islington,51.5384287,-0.0999051
Ben Nicholson,2022-12-07 08:36:15+00:00,one day when i have my own house and have guests i will gasp and say to myself  must get the good china out   and then bring out my selection of halloween mugs,,Poplar,racism,Poplar,51.5110713,-0.0144629
Tomlin’s JOKE PAGE!,2022-12-07 07:12:19+00:00,men will hold back tears for    years  but cum in    seconds    ,,Hackney,sexism,Hackney,51.5432402,-0.0493621
8frbr8,2022-12-07 06:44:21+00:00, china did the absurd massacre of the sec    about    millions  is it so surprising of history repeating itself  russia causing wars  china don t care to kill masses,,Islington,racism,Islington,51.5384287,-0.0999051
8frbr8,2022-12-07 06:33:14+00:00, yes please send him to china,,Camden Town,racism,Camden Town,51.5423045,-0.1395604
Sáint LëRoar,2022-12-06 22:22:14+00:00,a girl really one bad tooth and poor table manners from becoming your worst nightmare    sk  r mo,,Barnet,sexism,Barnet,51.65309,-0.2002261
Bobby Chakraborty,2022-12-06 21:31:40+00:00, stadium or no stadium  i d be chinning the cunt,,Hackney,sexism,Hackney,51.5432402,-0.0493621
"Ghida, RD",2022-12-06 19:54:36+00:00,i don t care what anyone says  i never want to share a public toilet with men ,,Paddington,sexism,Paddington,51.5154795,-0.175365
Donnachadh McCarthy,2022-12-06 18:07:27+00:00,another patriarchal abrahamic cult inflicting their mumbo jumbo restrictions on those who are cult free   nislam  christianity  judaism  they are all misogynistic  homophobic  freedom trashing insane made up controlling destructive organisations   ,,Camberwell,religion,Camberwell,51.4745706,-0.0925416
ozy,2022-12-06 17:47:44+00:00,fuck them colonisers,,Hillingdon,racism,Hillingdon,51.542519299999995,-0.44833493117949663
Asiwaju,2022-12-06 17:46:41+00:00,let s gooo fuck spain bruv    ,,Croydon,racism,Croydon,51.3713049,-0.101957
ABDULLAH WIV DA GLOVES,2022-12-06 17:10:00+00:00,no female dms please    ,,Hammersmith,sexism,Hammersmith,51.4920377,-0.2236401
Ron Winn,2022-12-06 16:00:16+00:00,the bioweapon that got us motivated to consent to govn t counter measures but not to govn t motivation to treat us china gain of function research in contempt  our porton down folks seems efficient enough  pity usa usdollar efficient but not so on efficiency that really matters   ,,Bromley,racism,Bromley,51.4028046,0.0148142
Peter Coutinho,2022-12-06 14:41:21+00:00,   fucking idiot,,Hounslow,disability,Hounslow,51.4686132,-0.3613471
Jimmy Hink5on,2022-12-06 14:16:59+00:00,exactly  weak   sc jwit,,Camden Town,disability,Camden Town,51.5423045,-0.1395604
jack,2022-12-06 14:00:28+00:00,bjork doesn t rhyme with cunt      ,,Paddington,sexism,Paddington,51.5154795,-0.175365
Eddie Bendo 🇨🇩🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿,2022-12-06 13:32:22+00:00,    no one is willing to take the lies that kagame has been feeding the international community anymore  the so called fdlr  exist only in kagame and his dictatorial regime mind   just withdraw your killers soldiers from our country  simple as that   ,,Romford,racism,Romford,51.5760462,0.1822646
Bushra,2022-12-06 12:53:00+00:00,one man s idea of endurance is another gfren s place of lovely jubbly relaxation  ,,Lambeth,sexism,Lambeth,51.4952111,-0.1163354
Hugh Canning’s Operalogue,2022-12-06 11:57:59+00:00, at least let s hope it won t be in a chinese restaurant with  crispy duck  style human corpses hanging around        ,,Hackney,racism,Hackney,51.5432402,-0.0493621
Dr Helen Coulshed,2022-12-06 11:18:40+00:00,people who identify as female and non binary tend to be better at masking autism and other specific learning difference hence most research tends to be centred on men  #idforum  ,,London,sexism,London,51.5073359,-0.12765
Cal,2022-12-06 10:35:04+00:00, yep exactly  silly bint,,Romford,disability,Romford,51.5760462,0.1822646
Watson,2022-12-06 10:28:25+00:00,men actually don t have sense  ,,Camberwell,sexism,Camberwell,51.4745706,-0.0925416
new2london,2022-12-06 10:20:55+00:00, a woman who keeps crying for no reason is damaged ,,Islington,sexism,Islington,51.5384287,-0.0999051
Cal,2022-12-06 09:56:12+00:00,suddenly girls want a bum as their fella  ,,Romford,sexism,Romford,51.5760462,0.1822646
David Savage,2022-12-06 09:34:44+00:00, women don t carry the same level of ego sometimes     that s fair  if i look at the environments  sales  i ve worked in  they re at their worst when male dominated  #levelupsummit    ,,London,sexism,London,51.5073359,-0.12765
uncleFayi 🍥,2022-12-06 09:04:27+00:00,   don t be deceived by a man just reading out a script written by another person from a teleprompter   ,,Croydon,sexism,Croydon,51.3713049,-0.101957
jeanne smith,2022-12-06 03:11:00+00:00, horrific torture of dogs in china  they say it s culture that s an excuse for horrendous cruelty to dogs  such wonderful animals tortured and slaughtered by vicious gangsters   ,,Hillingdon,racism,Hillingdon,51.542519299999995,-0.44833493117949663
Keyonna KAYEMJAY6 Jones,2022-12-06 00:10:49+00:00,lol i hate when i m with men   they act like i m not part of the convo   n nyes i am ,,London,sexism,London,51.5073359,-0.12765
C,2022-12-05 23:14:01+00:00,china ccp s illegal red police located throught the world to investigate   intimidate dissidents  #ccp #china #cpc #xijinping #xijingping #xijinpingstepdown #policebrutaltychina #chinaprotests #ccp  #chinaprotest     #chinaprotests     #chinaprotests   n ,,London,racism,London,51.5073359,-0.12765
Huw Pryce,2022-12-05 22:54:56+00:00,very silly  imbecilic   ,,Barnet,disability,Barnet,51.65309,-0.2002261
Watson,2022-12-05 21:31:58+00:00,i been slaughtering female commentators recently  but then today i listened to jermaine jenas  and to be honest  he was just as bad as any woman i ve ever heard,,Camberwell,sexism,Camberwell,51.4745706,-0.0925416
andy poullais,2022-12-05 13:29:34+00:00, fuck ng barbarians  they are worse than animals  b,,London,racism,London,51.5073359,-0.12765
DUKE OF WINDHOEK,2022-12-05 12:30:13+00:00,i don t see any problem if a man wears waist beads ,,Islington,sexism,Islington,51.5384287,-0.0999051
🇨🇩 YOU HEARD IT,2022-12-05 11:18:43+00:00,lol everyone else at the table is shook     i hate niggas that don t stand for nothing  ,,Hounslow,racism,Hounslow,51.4686132,-0.3613471
Louisa Alice-Rose,2022-12-05 10:35:32+00:00,leila        iolanthe with grim s dyke opera           ,,Islington,sexual_orientation,Islington,51.5384287,-0.0999051
The Sexiest of All Time,2022-12-05 10:32:52+00:00,as soon as they f ck off with the latest patents i sent them  it is so they can repackage it and steal its value and worth  when that happens to this last invention and chance for them  it s time for nuclear intervention guaranteed  this is a test to prove it  we are redlined ,,Islington,racism,Islington,51.5384287,-0.0999051
GLI7CH 📡,2022-12-05 00:55:38+00:00,scientist who worked at wuhan lab says covid was man made virus    s ivam   szuadl,,Hackney,racism,Hackney,51.5432402,-0.0493621
Hakeem Aleshinloye - Emilokan,2022-12-04 23:05:31+00:00,i m not surprised  the same way china    used to copying usa     obi datti please keep it up  copycat   s fv lm gf,,Camberwell,racism,Camberwell,51.4745706,-0.0925416
WitchesRus,2022-12-04 20:26:40+00:00, i m shocked that anyone with any common decency is watching this tournament  male or female  english or not  anyone who is watching it is as far as i m concerned is a supporter of  the qatari oppressive regime  shame on those who are watching this filth  ,,Camberwell,racism,Camberwell,51.4745706,-0.0925416
Aimer,2022-12-04 18:31:06+00:00,asking a girl about her trading strategy on first date is the ideal ice breaker,,Paddington,sexism,Paddington,51.5154795,-0.175365
neil forrest,2022-12-04 15:18:52+00:00, reckon it s time to ask the french to have a borrow of some of their old guillotines and remove a few heads off these greedy twats shoulders  too many of these wankers have been robbing us blind for years ,,Hillingdon,racism,Hillingdon,51.542519299999995,-0.44833493117949663
howard Jones,2022-12-04 15:16:29+00:00,  l like females a lot  lol x,,London,sexism,London,51.5073359,-0.12765
Anti Growth Coalition Member,2022-12-04 13:31:48+00:00,  women s brains  heh  ,,Islington,sexism,Islington,51.5384287,-0.0999051
Jack Tindale,2022-12-04 12:51:53+00:00, would rather have wendy  given the choice ,,Croydon,sexism,Croydon,51.3713049,-0.101957
ant,2022-12-04 12:38:46+00:00, ft   girls really get fucked over at gigs,,Poplar,sexism,Poplar,51.5110713,-0.0144629
Will Jennings,2022-12-04 11:42:55+00:00,the next question is about sports   not a good question for a team of five girls is it   says bygraves  n nhe already made some kind of joke about boy george being a woman ,,Lambeth,sexism,Lambeth,51.4952111,-0.1163354
Reena,2022-12-04 07:34:58+00:00,   think you got the name wrong  femi ,,Richmond,sexism,Richmond,51.4613531,-0.3032767
Donnachadh McCarthy,2022-12-04 06:10:41+00:00,    china has nearly    times our population    so same effort needed per capita  you support climate genocide  amp  betray uk   ,,Camberwell,racism,Camberwell,51.4745706,-0.0925416
5 plate papi,2022-12-04 01:07:06+00:00,i feel like i m more ready to be a girl dad than a boy dad  which is hilarious but i really see myself with a daughter ,,Barnet,sexism,Barnet,51.65309,-0.2002261
Richard,2022-12-03 17:57:38+00:00, my ridiculous life  n nshe spends all day on twitter and has the occasional night out with femi  hardly fucking dan bilzerian is it  ,,Hammersmith,sexism,Hammersmith,51.4920377,-0.2236401
Lurker,2022-12-03 17:21:54+00:00,    it s bizarre  it s like you re persistently commenting on a different conversation  projecting arguments that simply aren t there  n nwith credulous eco zealots in the west pushing asinine and economically illiterate net zero policies  the ccp surely can t believe its luck ,,Camberwell,racism,Camberwell,51.4745706,-0.0925416
Him Jones,2022-12-03 16:37:41+00:00,go to hell americaaaa,,Camberwell,racism,Camberwell,51.4745706,-0.0925416
Michael Worley,2022-12-03 15:46:19+00:00,normalize fucking up anti semites  sleatm,,Paddington,religion,Paddington,51.5154795,-0.175365
Cal,2022-12-03 15:27:08+00:00, support england idiot,,Romford,disability,Romford,51.5760462,0.1822646
Paul,2022-12-03 12:46:50+00:00,   possibly senile   ,,Lewisham,disability,Lewisham,51.4624292,-0.0101787
PEACE ADVOCATE,2022-12-03 12:32:01+00:00,lmao nigerians should wake up faster and send this people to hell  s,,Poplar,racism,Poplar,51.5110713,-0.0144629
Effigyshe/her,2022-12-03 12:23:47+00:00,favourite parts on a man s body  legs and backs  super toned legs with large backs are everything,,London,sexism,London,51.5073359,-0.12765
George Reeves,2022-12-03 12:07:32+00:00,hanging out with a womble at afc wimbledon  ,,Wandsworth,sexism,Wandsworth,51.4570271,-0.1932607
Hoppy,2022-12-03 11:57:06+00:00,    but can t tell a man from a woman   ,,Hounslow,sexism,Hounslow,51.4686132,-0.3613471
DAVE,2022-12-03 11:38:28+00:00, such a twat ,,Lewisham,sexism,Lewisham,51.4624292,-0.0101787
Tottenham HULKspur,2022-12-03 10:56:48+00:00, what a fix   clearly biased towards van dyke today ,,Croydon,sexual_orientation,Croydon,51.3713049,-0.101957
Pedro Vilarinho,2022-12-03 10:04:15+00:00,  you are embarrassing yourself     don t go full retard ,,Lambeth,disability,Lambeth,51.4952111,-0.1163354
TuneIntoTheKingOfSongsNBlues,2022-12-03 09:25:25+00:00, look at the vile barbaric behaviour of the uruguayans  so uncivilised   ,,Croydon,racism,Croydon,51.3713049,-0.101957
IanEastLondon,2022-12-03 09:16:38+00:00,   rude   n   idiots ,,Poplar,disability,Poplar,51.5110713,-0.0144629
Eddie Bendo 🇨🇩🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿,2022-12-03 08:21:12+00:00, wow wow wow        ni did love the last sentence silence is complicity  nso why are you keeping silent while kagame and rwanda are exterminating the subhumans of the democratic republic of congo      you need to know that the whole world is watching    ,,Romford,racism,Romford,51.5760462,0.1822646
Eddie Bendo 🇨🇩🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿,2022-12-03 08:06:04+00:00, we won t stop until the whole world will discover how you are pumping money to kagame to exterminate the subhumans of the democratic republic of congo   ,,Romford,racism,Romford,51.5760462,0.1822646
Black Hammer🔨 🇿🇼,2022-12-03 07:44:27+00:00, women are evil,,Richmond,sexism,Richmond,51.4613531,-0.3032767
Eddie Bendo 🇨🇩🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿,2022-12-03 07:39:18+00:00, the world is watching  nnot only you are keeping silent but also you keep pumping money to kagame and rwanda to keep killing the subhumans of the democratic republic of congo   shame on you      ,,Romford,racism,Romford,51.5760462,0.1822646
Dame Carol Ann Chee-Lynch,2022-12-03 00:22:17+00:00,                                                  well as you seem to justify the    years of israel s human rights abuses against the palestinian people  should i assume you are islama christo phobic  i do hope that when justice for palestine is achieved that you will either shut up or ship out  ciao,,Barnet,religion,Barnet,51.65309,-0.2002261
liam adam grace,2022-12-02 21:37:51+00:00,   i m sorry but these are the most sickening evil  satanic  worrying images i have seen for a very long time  who are these sick freaks  we really are heading into the dark ages ,,Romford,religion,Romford,51.5760462,0.1822646
Jimmy Hink5on,2022-12-02 21:35:29+00:00, yep  extremely stupid ,,Camden Town,disability,Camden Town,51.5423045,-0.1395604
dean Wallman,2022-12-02 21:01:08+00:00,  doesn t mean that shitbag west shouldn t have everything wiped from existence,,Barnet,racism,Barnet,51.65309,-0.2002261
Jack Tindale,2022-12-02 17:12:44+00:00,enjoy the world cup  i hope it makes you very happy  dear lord  what a sad little life south korea  you ruined my group stage completely so you could have the last     but i hope now you spend it on getting some lessons in grace and decorum   ,,Camberwell,racism,Camberwell,51.4745706,-0.0925416
🍀 libra ✨ ソフィア,2022-12-02 15:24:26+00:00,men       avoiding stress  ,,Poplar,sexism,Poplar,51.5110713,-0.0144629
YingHuiThe,2022-12-02 14:58:32+00:00,   misinformation by china  ,,Paddington,racism,Paddington,51.5154795,-0.175365
Emperor Cris,2022-12-02 12:52:02+00:00,#fagtaxfriday is upon u worthless weak ass fucks   make god happy  make god smile  fulfill that faggot purpose of yours    subscribe to my  ster updates    ,,London,sexual_orientation,London,51.5073359,-0.12765
Oby,2022-12-02 11:26:42+00:00,now my business in the streets i should punch this nigga  ,,Paddington,racism,Paddington,51.5154795,-0.175365
Sheikh of Croydon 👳🏿‍♀️,2022-12-02 11:14:52+00:00, stay out of women s business ,,Croydon,sexism,Croydon,51.3713049,-0.101957
🍃🍃❄️OutdoorGirl❄️🍃🍃,2022-12-02 10:44:06+00:00,utterly disgusting woman  #tessthompsontalley  ,,Bromley,sexism,Bromley,51.4028046,0.0148142
Wayne sumner,2022-12-02 10:18:11+00:00,   we love our colonial brothers it s the colonial brothers that hate us,,Paddington,racism,Paddington,51.5154795,-0.175365
liam adam grace,2022-12-02 08:05:53+00:00, what  cracking down the chinese way you mean ,,Romford,racism,Romford,51.5760462,0.1822646
5 plate papi,2022-12-02 01:02:36+00:00,i really do hate you niggas  sxs i  ,,Barnet,racism,Barnet,51.65309,-0.2002261
linda hargreaves,2022-12-01 23:29:38+00:00, i d rather have putin running this  country than the traitors orchestrating the invasion right now  do u really think we believe all the shit against russia   i hope they kick your tretrious arses ,,Wandsworth,racism,Wandsworth,51.4570271,-0.1932607
Odogwu,2022-12-01 22:50:43+00:00,imagine trusting a woman   ,,Croydon,sexism,Croydon,51.3713049,-0.101957
Nono Cocoa Chocolate,2022-12-01 22:40:05+00:00,   very smart  ,,Camden Town,disability,Camden Town,51.5423045,-0.1395604
